0.92188232,-1.032943258,-0.979703545,0.936226766,-0.373225514
-0.672470952,0.683320216,2.048700422,0.599169606,-0.504349133
-0.511209109,-0.649774533,0.04811586,0.650944832,-1.244400708
0.136659606,0.535128155,-0.058200357,0.675665087,-0.391902852
-0.295275313,-0.184534245,-0.276091554,1.807922454,0.473189428
-1.478533574,0.771492679,-0.332633131,2.062435171,0.192960204
0.121917583,0.300837043,0.561546414,0.053270768,-0.805030346
0.055103732,0.614086339,1.24851206,0.632133685,0.115508091
-1.140201181,0.871247319,1.164186167,2.75000627,1.264642274
1.52374742,-1.848975981,0.170348283,0.974912517,0.316172494
2.276212934,-1.49177941,0.068989956,-0.401959075,0.039572654
-0.292675559,-0.184243009,1.131447161,0.633387004,-0.374355505
-2.122644389,2.277369446,2.187999471,0.92785619,-0.913721551
0.690401899,-0.969026978,-0.241484921,1.489957035,-0.099505541
-0.624247079,0.565169102,1.099586594,1.271943998,-0.330033563
3.408596625,-3.391236452,-0.286481236,-0.995712246,-1.224415638
3.285919409,-0.958734313,2.2424912,-1.917410307,-0.099727838
0.340925313,-0.663961486,-0.323655778,0.105085776,-1.01741275
-1.604726566,0.322134823,0.383076876,1.749677008,-0.64264497
-0.319326442,1.010616638,2.089340485,0.093262491,-0.263315921
-1.543402518,1.072020515,0.679170932,1.907853142,-0.612078596
0.966860459,-1.504145168,0.664068327,0.777705206,-0.168355066
0.073795568,-1.628482575,-0.396039907,1.518905225,-0.685814853
1.788222608,-1.693102132,0.708610174,-0.696646911,-0.524547493
-1.24434386,-0.423543234,-0.016827139,1.949210756,-0.162134127
1.136370956,-0.503387671,1.823141488,0.387645071,0.730263355
-0.300532002,-0.670799912,-0.727845337,1.553898274,-0.292608076
0.307620293,0.454725268,2.119546898,0.948419647,0.491671872
1.49246152,-0.816031002,1.234336766,-0.592513928,-0.250864527
0.094588487,0.588523567,1.460881832,-0.047247389,-0.851832505
1.569822437,-1.015097989,1.241805744,-0.413462394,-1.259418285
-0.032919784,1.062718236,0.997204104,2.284543816,0.263338732
-1.647060007,-0.108447038,0.038162847,3.418840988,0.205959744
-0.581238023,0.372787632,-0.030213946,0.88058407,-0.998085951
-1.925011594,0.577583219,-0.360681473,1.308777113,-0.609367023
2.440798986,-1.229517197,1.788415796,-1.408462107,-0.303520573
1.907706194,-0.749231874,2.037060294,-1.244856107,-1.162528723
-2.956580116,1.103410945,-0.234564314,2.673165433,-1.227284724
0.238105431,-1.041989882,0.124419454,1.330175632,-0.202408204
0.413515261,0.266908291,0.538427079,0.659584672,-0.395955677
2.003520587,-1.374710938,0.58794772,-0.880925892,-0.103140764
